index,owner,repo,commit_sha,source
450,smthemex,ComfyUI_OmniSVG,78292d5d7d17f4dd75238083a5c0d7b482a954dc,Own_Extracted_Dataset.xlsx
451,aiming-lab,SynthAgent,66e9605330ec013a002e89d93b2e63c81b25bc8a,Own_Extracted_Dataset.xlsx
452,MizzenAI,HPSv3,bd0c5fcb5f587617b0169c07222ab78d01e2f3c2,Own_Extracted_Dataset.xlsx
453,InternLM,ARM-Thinker,b70dfe967941450d88f8a8ce526f85af87e2c624,Own_Extracted_Dataset.xlsx
454,collabora,gst-python-ml,02f2935d4e9757b21d302d8b6a3a9f6f76ba1eff,Own_Extracted_Dataset.xlsx
455,docling-project,docling,150fe90728b1719b6a59e2ed058ec026d573d04b,Own_Extracted_Dataset.xlsx
456,keta1930,mcp-agent-graph,1e0f983701e4a11d1e7d89983d0ea025ef45ca80,Own_Extracted_Dataset.xlsx
457,PaddlePaddle,FastDeploy,d6574556169e4da8a55cc3d44d505cf7a8c3f79c,Own_Extracted_Dataset.xlsx
458,MadeAgents,mobile-use,14608994feb5e4a0c5c8242882eb993ec64a85cc,Own_Extracted_Dataset.xlsx
459,linancn,TianGong-AI-Unstructure-Serve,83c8377ec8cd91e7e70e83149ff015a8c9c2fa40,Own_Extracted_Dataset.xlsx
460,rllm-org,rllm,1a5bcdf57c79f2ac67dc5d9f2397d0be94169ede,Own_Extracted_Dataset.xlsx
461,OpenMind,OM1,2c2615b14d0ca05530e0ed50ca9ffd7a3aa6442a,Own_Extracted_Dataset.xlsx
462,CursorTouch,Android-MCP,02f8d997328a8f2e5f5fd094aa4bbf5ca17423fb,Own_Extracted_Dataset.xlsx
463,alibaba,ROLL,c7e897d41cff9449088e8f8403d44cbc24fcf4ca,Own_Extracted_Dataset.xlsx
464,pollen-robotics,reachy_mini_conversation_app,fc5123651cf50582d2b073b1779b37c26232e5cc,Own_Extracted_Dataset.xlsx
465,camUrban,PteraSoftware,6a10acd142055a36b1ce14e444a656fc2a2c8a76,Own_Extracted_Dataset.xlsx
466,EleutherAI,lm-evaluation-harness,69ecd0b929701d346c1119d5cd0563ade4ab3536,Own_Extracted_Dataset.xlsx
467,GetStream,Vision-Agents,b5649a8998622d01eeb0c351d680f550bdc450fe,Own_Extracted_Dataset.xlsx
468,opendatahub-io,data-processing,bd734dfd1cda4ada867ce43b34aeead5cf4c3fda,Own_Extracted_Dataset.xlsx
469,bytedance,Dolphin,fcbf0334a9eaea4265f9b8d5c952198fb6bdb915,Own_Extracted_Dataset.xlsx
470,nvidia-cosmos,cosmos-xenna,789c2d2184c220abe93b2e4e9f0fdf04b942def6,Own_Extracted_Dataset.xlsx
471,mzau,mlx-knife,86f669dc8279cfa34f28e54975bb341751a8c3a3,Own_Extracted_Dataset.xlsx
472,ServiceNow,BrowserGym,254938baf1e7eec7069c873d7292a49d21ca349c,Own_Extracted_Dataset.xlsx
473,Bria-AI,ComfyUI-BRIA-API,80332ca13c6efe1f402dbe0bdeb7faeda28506ae,Own_Extracted_Dataset.xlsx
474,Pseudo-Lab,TableMagnifier,0c445f2421409846fbdcd0492bb45acd5f980b57,Own_Extracted_Dataset.xlsx
475,B-Beginner,MULTI-OCR-SDK,4336e1c0c2a223476946f296769c77ad28337fcd,Own_Extracted_Dataset.xlsx
476,magicyuan876,mineru-tianshu,d74d3082d89cc5b637731c57a5108998b2ab8d52,Own_Extracted_Dataset.xlsx
477,deepsense-ai,ragbits,c8487b2e01cd72966062b99a68007b0d9cc49fda,Own_Extracted_Dataset.xlsx
478,aidriventesting,Agent,52ff806c145524e3199278cd8a16e54c4fd2f2b6,Own_Extracted_Dataset.xlsx
479,HKUDS,ViMax,c0e0694a397cb9903ead57d46372d377e23042bf,Own_Extracted_Dataset.xlsx
480,BukeLy,rag-api,f7e2565a6faa09c79be1148c9087ba34841ae066,Own_Extracted_Dataset.xlsx
481,matt-seb-ho,arc_memo,e2598f1c093a4ddd8c871bd949e6a425d70f0fa7,Own_Extracted_Dataset.xlsx
482,CraftJarvis,OpenHA,2127a3448831aad52dadc19f70c7d1b5d21a5fe0,Own_Extracted_Dataset.xlsx
483,RoboticSJTU,UniDomain,b4c7a4c99d710a082c346cc44849d4f3f10418e9,Own_Extracted_Dataset.xlsx
484,damianomarsili,VALOR,cf2442b4485eada8fdade3ebc14040e300317486,Own_Extracted_Dataset.xlsx
485,jxjo,PlanformCreator2,53bb03d14c9566a96e43ac6a4c02cf57d610390a,Own_Extracted_Dataset.xlsx
486,SearchSavior,OpenArc,14dec900ac34ec72d75249c04820eefe223f5ff6,Own_Extracted_Dataset.xlsx
487,stanford-crfm,lm-evaluation-harness,a067ec90e07e9b5f6cdd717f14b8071c4d9c9836,Own_Extracted_Dataset.xlsx
488,yawiii,comfyui_prompt_assistant,b08c8e1f17005f3e8e5a8fdce965eca2a5261a6e,Own_Extracted_Dataset.xlsx
489,chflame163,ComfyUI_LayerStyle,ca07ce8edf8342abbe2485cbec88b239aac480e0,Own_Extracted_Dataset.xlsx
490,DataArcTech,RAG-ARC,f1f37bc149eb5ef6d10d13aae5a12c303fd17679,Own_Extracted_Dataset.xlsx
491,luisleo526,doc2mark,031eaf3987798c713f9c65c82331a717bb5d5c44,Own_Extracted_Dataset.xlsx
492,HKUDS,RAG-Anything,047423ec354e6c20a787c81e0de89f9e57b83533,Own_Extracted_Dataset.xlsx
493,RapidAI,RapidDoc,5411341f0afc6fcc4d39fb16606de2ddfbdbd361,Own_Extracted_Dataset.xlsx
494,rezaho,MARSYS,c94cf67316a55a34f6ec83403b26b923839069d7,Own_Extracted_Dataset.xlsx
495,TeenLucifer,llm_base,91e49ba967673d2e8c1b312821079d3b7baa950b,Own_Extracted_Dataset.xlsx
496,ru4ls,ComfyUI_StreetView-Loader,d18338ee3927783222fdca1d57dc95fba672d308,Own_Extracted_Dataset.xlsx
497,score-technologies,score-vision,a21c7dd4028c311288d744978f30c7981ec84870,Own_Extracted_Dataset.xlsx
498,MiliLab,PEARL,9ffb97415e8da6e56f45891fe3301f826ebe5d99,Own_Extracted_Dataset.xlsx
499,microsoft,debug-gym,1665bbd55119e2b6d5e0004a59f691b24635b6e1,Own_Extracted_Dataset.xlsx
